id,listing_id,comments
955965,20766271,my family and i stayed there it was nice and secure and very clean everything that you would need in the apartment was there
898046,19436164,a beautiful and new place in a quiet spot right in the heart of lively stoke newington although we did not meet celine as she was abroad the communication was exceptional her neighbour was very kind and showed us in very close to plenty of bars and restaurants everything that you need was in the flat including generously some breakfast and other supplies highly recommend staying here
920450,19887397,i really enjoyed my stay at florian s flat someone met me at the flat to give me the key and communication arriving and leaving was smooth the place was very nice and i loved the location right on the canal it s a cool part of london and it was great to get to know the neighborhood i d stay here again
839927,18034618,merci cristiana pour cette semaine pass e chez vous la location 5 minutes pied des transports nous a permis de pleinement profiter de ce s jour londres de plus la maison tait propre agr able conforme aux photos et l accueil parfait galement nous reviendrons avec plaisir
638589,13589671,alex&elmira are very nice and helpful i had problems to find the right bus station and texted them they were ready to help and came with the car to pick me up it is very close to the airport and perfect for staying for one night the room is cozy and clean and there are games food all kinds of plugs and if you forgot your toiletries they have it
785955,16901668,robin is a great host he answers messages almost instantly and makes sure guests feel comfortable at his place i went with my folks and they just loved it the apartment is really well connected to the city center and has got everything you need for short or long stays i totally recommend it
844880,18149845,we ve spend a weekend in london at elain s home it was great she is so lovely her home is really clean and you get everything you need coffee tea breakfast some cookies towls she is the perfect host thank you for everything
757000,16248313,great location functional compact studio unit which was clean exactly what i was looking for
814809,17545300,spot on location walkable distance to bermondsey tube station walkable distance to shard and tower bridge good restaurants nearby good and safe neighbourhood clean and modern apartment spacious lounge large and really clean bathroom really good value for money spare key access and free to walk in and out at your ease most importantly jamie is very easy going and helpful quick response to your texts and ever ready to sort out your troubles very interesting to person to hold on a consversation will recommend for definite
953195,20669901,fabulous stay at phil and matt s home the house is gorgeous and although it s a 10mins drive into central croydon it felt like we were out in the countryside check-in was smooth and they were kind enough to accommodate our arrival time house is well equipped comfy large beds and plenty of towels which is great for the hot tub loved having access to music in the lounge and dining room- all controlled via ipad communication with the hosts was easy and prompt our christmas was a memorable one thank you guys for having us highly recommended
679642,14506943,tr s bon accueil de justine elle nous laisse acc s sa cuisine et justine est tr s cool et discr te
679612,14506943,i had a lovely stay with a very lovely host i should have tried the complimentary eggs from her farm in cornwall
900720,19486873,very neat and spacious apartment had all facilities/necessities we could ask for the location is really good there are tube stations nearby and a bus stop literally in front of the building would certainly recommend staying here
1105273,26394880,barry s apartment was clean and well maintained we really liked the place and enjoyed our stay kitchen was fully equipped the location is very close to southfield station 2 min walk which makes it perfect for anyone visiting wimbledon 10min walk as well as london city i highly recommended this place
1027342,22679551,je pense que tout le monde a les m mes cl s porte d entr e chambre les cuisines laisse d sir e enfin il faudrait peut tre changer la literie qui est ressorts
655806,13969729,the apartment was in a great location near the shopping centre and station me and my husband loved the apartment very nice and cosy it was very clean and the host was great and reachable i would definitely recommend this place for others to stay in thank you for having us and will definitely book again soon
916278,19814207,tr s sympa le concept d avoir une petite maison pour nous avec un appartement par couple
950166,20596405,vicki s place is cozy clean and was perfect for a few nights for my mom s dream trip to london close to the tube and lots of yummy restaurants in the area
977144,21258800,myself and boyfriend had a great stay here simon and his wife plus their gorgeous cats were both lovely and were particularly accommodating of our late night arrival communication was excellent with very fast response room was as advertised clean and roomy bed was very comfortable and we slept like logs both nights the room is well located for manor house/ finsbury park tube stations and was an ideal location for us having been at a concert at finsbury park can not fault this place great value for money and everything we needed the access to tea/ coffee and breakfast was an added bonus would highly recommend and would stay again
1012440,22142810,it was my first experience with airbnb but should be the best charles was very helpful and super nice person he advices you with anything you need i m looking forward to stay in his flat again and again it has very good location near from the most places you look for in london thank you very much charles
827401,17747396,this flat was brilliant - comfortable well-equipped homely clean spacious light and well located charlotte made very efficient and very friendly arrangements and it was so nice that she left us tea milk bread etc the overground is very near with brisk routes to central london - it didn t take us long to get to london bridge or whitechapel
892350,19282493,the property we were put into wasn t cleaned properly between guests but with a message to the hosts got this fixed within 24hours which was great the property had mouldy curtains and some mould in the bathroom so in reality this place needs a solid deep clean and it would be an ok place to stay thanks for having us and thank you for having great communication throughout our stay
985471,21438138,perfect place for what i needed close to heathrow comfy bed very clean and helpful friendly hosts great value i would most definitely recommend and use again
985439,21438138,my flight landed at almost 8pm in gatwick after getting through customs and the commute in i arrived at 11pm the directions was so easy to understand but being a solo female traveler in a unfamiliar place i was told it would be a 10 min walk from the bus stop it s actually 20 mins and it made me uneasy walking alone on the really dark streets with my rolling bag against the gravel making it known i m outside and strolling i really appreciate freddy for staying up and greeting me and showing me the thoughtful amenities in the room i like that i didn t have to walk through the house with my bags just to get to the room it was right at the door
985411,21438138,it was really close from heathrow airport so when you are going or coming from there i would recommend to stay here also the room had a desk where i can do my tasks and he helped me a lot about showing me how to get to the airport it was definitely great place
1000214,21780642,what a lovely house it s very spacious and even with 10 guests we had lots of room it s extremely clean and well looked after would definitely recommend and stay agian
1040858,23215636,great little hostel-like space with lots of travellers well kept and clean with everything you need
661333,14114141,lovely little flat in a nice area cristiana was a pleasure to communicate with too highly recommended
785325,16891168,the host was really nice and cool i liked this place so much and i wanted to stay more for a few more days but i could not do it because it was already booked it was a comfortable clean and cozy house one was a good house without any inconvenience it was so clean and i could feel the consideration for the guest
1116704,27220016,alicia is very kind and hospitable host the place is nice quiet and clean i stayed just for one night and had a good night s rest
1042019,23256571,the room is small but it has everything you need including a bath which is a luxury in london adam was a great host he provided the essentials like milk bread coffee and fruit for free which was a great touch i will definitely come back
952515,20649775,nice clean and cute spot it takes a while to get to and from if you re heading to downtown london but very nice spot to relax at the end of the day
1064902,24183019,this place was absolutely excellent the space was clean and tidy and very comfortable with everything we could need monika was very easy to get in touch with and was happy to answer all my questions the local area had some nice cafes and was very close to central london we would definitely stay again
895170,19378830,the flat was perfect for a weekend trip very close to hammersmith tube station and the necessary shops you need i would definetly book it again
895161,19378830,location location location highly recommended for anyone familiar or new to the hammersmith area everything you need is within a few minute walk in all directions central london in 15 mins on the tube and heathrow in 30-45 will definitely be staying again
1023919,22563617,l emplacement est tr s int ressant mais c est litt ralement une chambre d tudiant il faut payer pour la machine laver et le s che linge et la connexion wifi est brid e la literie n est pas exceptionnelle mais correct un peu cher je pense mais ultra propre et accueil parfait
1072400,24517051,beautifully flat conveniently located unfortunately the flat has no cupboards with hanging space the outside deck is awesome
891340,19262158,had a good stay location is good and close to a nice park and jut walking distance from some of the cool museums around place is renovated and has basic things one needs when traveling appreciated the usb plugs for charging devices although it s very small it s a great place to crash after a day of walking around the city only thing is the toilet odor keep the door closed and ventilation on to make it bearable
733645,15671706,khilesh was really considerate and easy to communicate with both before and during our stay he went out of his way to make us feel comfortable in his house we had the back double room downstairs which has the most comfortable bed in london and the room was spotlessly clean khilesh also kindly offered us breakfast we were aware of the person staying in the front room downstairs loo and shower next door to our room but that wasn t khilesh s fault at all possibly best to book both rooms to avoid being disturbed otherwise really quiet
759386,16284271,lovely home owner wanting the guests to be comfortable if youre looking to meet people this is the place to go
937280,20250839,izzy was so lovely and the house and bedroom were really nice i did have a super good rest in the super early morning she even took me on her car to the airport i didn t want as i did not want to disturb her but she insisted really nice woman highly recommended
698130,14896098,very conveniently located and modern house with email hidden by airbnb fy beds and quality linen hot water pressure and showers were great our kids enjoyed the bath too we even had a lovely chocolate basket for us too enjoy
900469,19482891,emran is a really helpful host and he is always there for you if you need anything the room was incredibly clean and has its own key for security great location as well very short walk to stepney green station if you are after a cheap place close to the city then this is a great option
900472,19482891,the room i had was a real disappointment there was a really strong cleaning product smell and mould behind the radiator the warrdobe was very old and full of dust the toilet and bathroom were dirty and messy one day the bath tub got clogged and it was discusting the whole place needs repairs and rennovation worst experience so far
962170,20916272,jing is the best host i have stayed with she is warm and helpful it was really pleasant experience staying at jing s house her house is in the perfect central london location with great transportation links i can go to my school within 20mins and i often take a leisurely walk to south bank near big ben & london eye the room has lovely beautiful old victoria features with a super comfortable double bed i can see london eye sitting in bed i couldn t recommend jing and her place any more highly nice
947046,20536691,desde que llegamos el servicio fue muy bueno y el anfitri n atento la habitaci n se encontraba en muy buenas condiciones muy limpia y con mucho espacio hab a preparado junto al frigor fico una zona con caf chocolate y t con diferentes utensilios a nuestra disposici n a pesar de que la casa se encuentra un poco lejos de central london zona 4 est bien comunicada con piccadilly line tiene servicio nocturno ha sido una buena experiencia
783242,16865322,everything was like in the description the room was clean with great localisation although you have to climb to the 4th floor i would definitely recommend it
736362,15762616,carola was very generous the place was like the pictures and it was clean it was very nice experience to my family who stayed there for 6 weeks
878966,18977064,this ground floor flat has a great location and is central to lots of access routes lovely and warm with nice touches the host was excellent providing local area insights and tips thank you
648316,13808453,so glad we found this listing location was perfect and so cozy tony was incredibly knowledgeable and helpful with the area walking distance to buckingham soho big ben everywhere you come to london to check out if it s available snag it totally worth it
768841,16540363,good communication stylish well proportioned room with spotlessly clean shared bathroom shoreditch high street is lively at night but this was not a problem from inside the apartment lift available if you don t fancy the stairs
735969,15750143,merci raphael pour son accueil et sa disponibilit l appartement tait id alement plac pour visiter londres
861147,18532036,rachel is a superhost and it s easy to see why our room was immaculate and bright with an ensuite bathroom and the most comfortable bed and linens i slept very well at rachel s another thing to note is the wonderful breakfast that was provided every morning in rachel s beautiful kitchen transport options are also abundant around the area with trains buses and underground within quick walks there are also local pubs restaurant and amenities within a 5 minute walk i would highly recommend a stay at rachel s
956616,20783557,alex was a great host communication was excellent and he was flexiable
1064692,24177082,i would recommend staying here the flat was clean and the beds were comfortable the location was fabulous lots going on in the neighborhood and easy to get around
1120105,27453955,gorgeous spacious apartment with stunning views not far from the dlr station pontoon dock great access to the city with a short walk to a lovely park called thames barrier park i think the location is perfect for anybody visiting the o2 or surrounding area but even going into the city with great transport links you seriously cannot got wrong
1008870,22023474,the room is neat and tidy inside have plate cup hanger provided which are the essential things for the solo traveller and the location is closed to baron court tube in piccadilly line from heathrow airport only half an hour and access to the centre only 15mins besides the piccadilly line operates 24 hrs in weekend it s save your money if you want to go airport in the early morning
754837,16205012,le logement est dans une partie chic et r sidentielle de londres tr s beau et tr s calme il est situ pr s de 2 stations de m tro 8mn de marche mary est une h te charmante et tr s accueillante le logement est un grand studio avec une salle de bain et une kitchenette dans l entr e il est situ dans une grande maison avec une entr e ind pendante c t jardin donc tr s calme l tat du logement est malheureusement tr s ancien et devrait tre r nov particuli rement la salle de bain et la cuisine
926544,19990983,nos gusto mucho la habitaci on estaba todo muy limpio y alvaro estuvo muy atento en nuestra llegada no esta lejos del centro adema s hay muy buena conbinacio n lo recomiendo ya que estuvimos muy agusto thanks
946996,20535164,the flat was very well located so close to the stockwell tube station which is so easy to navigate from the team was very communicative and attentive has an elevator which is really helpful a little bit of street noise but nothing that would keep you from sleeping if you need a convenient clean and comfortable home base for your trip to london this is a great option
705814,15037827,isabel est tr s accueillante et sympathique et m a tout facilit quant mon arriv e son appartement est 5 minutes du m tro lui m me 10 minutes du centre de londres bref une solution parfaite pour moi qui ne passait qu une nuit l bas merci isabel pour ton accueil at logo
705773,15037827,isabel was a wonderful person to stay with she made me feel very comfortable and at home the couch was also very comfortable
742478,15909968,it s a great location near bayswater or queensway station there are also buses to take to regent street it s spacious compared to hostels which was good because i had a lot of luggage it s at the basement so it lacks sunlight ali was very helpful our stay was overall good
692578,14765936,the house was absolutely organized and private while i was staying there i had each different breakfasts every morning and that was one of the best experience during my stay yogurt french toast omlet scrambled egges all of them were the best i barely searched nothing for my trip to london and thanks to beth she gave me many advices with musical shows shopping area sights and most importantly transportations i had a wonderful time with beth and her sweet daughter grace 2 3
992167,21603897,this place is close to the underground station and tesco and asda are just near by it is quite convenient to go to the city center from here the room is clean but the wifi was not that stable the host replies quickly and is quite nice overall it is a nice place to stay especially when the low price is considered
1026559,22648540,this place is perfectly located so many local restaurants and stores nearby walking distance to many great places such as little venice camden town market and primrose hill the space was quite a bit smaller than we were expecting but we didn t spend much time inside anyway standard kitchen stuff would have loved a coffee machine and a bottle opener great stay quick responses from alon and incredible location
1118607,27356837,good spot here all the staff were so friendly and helped me get around beds were really comfy loved my stay
851722,18301449,good location for south london small size but ok for a short stay
967342,21043525,there are two sides of experience with this apartment and host positive it all looked easy simple and basic the host looked friendly as he was present at check in-although it is self-check in he also let me leave luggage for few more hours until 15 00 which i appreciated it is an apartment shared with other young people and it was pleasant to have the opportunity to chat with them and exchange stories about our countries the kitchen has all needed although it did not have oatmeal as mentioned and not sufficient amount of coffee anyway i did not want to complain about it as it was minor i also respected the owner increased heating after i asked the apartment is old with old furniture and windows bed pressure in water pipes discolored walls and ceiling but generally clean i did not mind some issues with slightly disjointed chairs and bed all would be ok however there was unfortunately an issue with the bed after i left the host sent me a photo of a crack on one side of the bed i was very surprised because i saw the bed had some issues of having disjointed parts i remember the bed having a crack but it looked like a quick fix and therefore i did not mind i suggested to the host to fix it with several solutions from buying and fixing a sideboard few pounds in any do-it-yourself store he can fix it with l-joints to asking neighbours to help who are repairing their home at the exact time and have all the tools or getting a bed for free at websites where people give away furniture for free the bed was very old anyway and fixing was needed unfortunately i started to think that it was host s plan all along in order to claim damage from an innocent victim-guest in order to get a new bed i am suspecting this since he dismissed all my suggestions and did not want to talk to me anymore while i was trying to suggest solutions the host waited for the last day of the review 14th day after my stay deadline for reviews and claims to claim 100 pounds ignoring my earlier messages since the issue of bed is still not resolved i do not know what the host will tell in his review on my stay asking that much money for a simple sideboard is too much i was hoping he will be sincere and honest and respect all the options i have suggested to him to resolve this situation i am not running away from paying if i damaged something but i simply do not want to be accused of something i did not do i only have good experiences with airbnb so far positive reviews and i have always respected all homes i have been in and all hosts respected me there were always high level of appreciation between me and my hosts
681252,14533656,nice flat great host a place within walking distance to kings cross station yet quiet neighborhood suitable for familiies or group of friends
1004475,21884069,nice room all essentials in place surprisingly quiet neighborhood easy check-in and -out cleanliness of the bathroom could improve but an absolutely okay value for the money thanks a lot
979898,21324949,another relaxing stay in camden really like the quiet secure feel to the area and the ease of access into london lots of buses available but enjoyed the brisk 15 minute walk to kings cross
1108402,26594347,everything was perfekt at laura s place super nice appartement with great garden you feel like at home the house has a real good energie warm charming place nicely decorated th area is super cool parks are really near easy for family and broadway market next to it communication was quick and easy we definitely would recommand to stay in this place bravo
648019,13800814,nice little loft comfy bed and super sweet host perfect location for access to wembley stadium and just by ace cafe for a good meal
681798,14551398,very perfect stay - very close to public transit and coffee shops and restaurants but at the same time secluded from the busy side of time it was a lovely stay and made the city more enjoyable the hosts are as sweet as can be
645221,13745959,ivana was a lovely host welcoming and prompt her place was super clean nicely decorated and had a warm atmosphere the room was nice and bright and ivana put care into all the little details like a coaster by the bed nice hangers etc i was impressed with her selection of teas and breakfast foods and shower gels highly recommended and would stay there again
875951,18886340,really nice spacious property just a few minutes walk from upper street and a pub literally 3 minutes from the house nicely fitted out - although not much in the way of homely touches but more than made up for by the location and the thoughtful provision of milk coffee tea etc small corner shop 100 metres away very quiet location with no passing traffic highly recommended
875896,18885017,excellent home small but very elegant tastefuly decorated perfect for a couple
637913,13582718,we had a great time in london and loved staying in the middle of the action plenty of restaurants and theatres nearby gillian was very helpful with recommendations for restaurants and things to see
894880,19374064,flavia s lovely home can be simply described with 3cs clean cosy and compact everything worked perfectly amenities are top notch location is perfectly central scenic view is amazing communication and rapport with flavia and hubby were perfect would surely visit again and again
1119207,27397170,a very nice little room with a great location within walking distance to the london designer outlet wembley stadium several bus lines and both underground and overground train lines there are plenty of restaurants and shops closeby as well besides the fact that the room is a bit tiny we were very satisfied with how clean it was
975323,21217214,good location ana was very responsive and flexible thank you ana
975305,21217214,nice flat with two bedroooms one smaller one enough place for 4 people 5-6 possible really nice garden we couldn t use it due to snowfall a lot of noises from flat in the first floor in the evening tube 5 minutes nearby communication to host by sms/phone easy
741286,15879201,my bestfriend and i loved hayder s place he responded in a timely manner and gave us all the information that we would need the price compared to other places is amazing if you want a smooth stay choose hayder s place
998946,21750912,great hosts very kind to have put up with my chaotic schedule
704021,15003980,very tidy and clean house close to the subway station jessica is very kind to help us
886512,19155401,our stay was great the location of the property was ideal for our trip to wembley stadium afif was brill host and gave excellent advise about public transport etc which we found very useful thank you
899448,19465875,siamo state bene in questa location ben collegate con il centro e negozi consiglio pi attenzione ai servizi
938083,20274270,great flat in camden area quiet neighborhood and easy access around london
1046404,23404654,what a lovely space the owner was very accommodating and could not have been kinder or more accommodating great views of the city yet far enough removed from it to enjoy some peace and quiet
644259,13729592,it was a great stay at robs appartement we really enjoyed it thank you rob for your welcoming way and the nice stay
739102,15832961,great atmosphere - because of the other guests and especially the host my son at 12 and i enjoyed to meet the animals as well - visit the brixton market - really interesting
683052,14589957,s jour parfait charmant petit appartement tr s bien situ dans un quartier vivant avec quelques bonnes adresses culinaires sheila et dan ont tr s bien communiqu avec nous pour faciliter l arriv e un grand merci pour l opportunit recommander
979794,21318654,i can recommend this maybe i will return to the same flat again soon
960541,20885649,room is quite clean worth for the price stephan is nice host easy going gave me free access to the kitchen one small suggestion is to keep a small fan in the room as in july when i came it used to get slightly hot esp in the daytime and its slightly noisy when the window is open so was little difficult to sleep apart from that everything else was quite okay
971480,21133324,we were at rodrigo s place for 6 nights in this quiet little neighborhood not far from central london the apartment was clean and we settled in quite comfortably and even though we didn t meet him the entire time he was never inaccessible always a phone call away and very polite
755793,16220971,mat s place is perfect for a trip to london close to bus tube and dlr you can be anywhere in london with ease the view from the balcony was wonderful and i could have spent hours sat out there clean tidy just perfect thank you mat
686809,14668964,lovely place very close to tube station less than half an hour from front door to the city centre very affordable helpful host
686897,14668964,kav akta ok ara g r lt s oldu u i in zor uyuduk yatak ok rahat de ildi oda ve banyo temizli i zay ft
686781,14668964,jesol s place was clean and nice and was close to the train station but it was hard to find the place due to lack of directions
895914,19398802,the place was easy to find had great transport links and had great ameneties would definitely recommend and stay again
831414,17837193,caroline s place was fantastic the location is amazing you re just minutes away from some of london s best landmarks and the house itself is spacious and incredibly cool there were four of us staying there 2 adults 2 kids and then the grandparents came to visit for a couple of nights and we all fitted in perfectly i d definitely stay here again
1087024,25189348,that you for being a great host the mint tea was very nice
1072848,24550157,everything was email hidden by airbnb munication about check-in times was clear the apartment was spotless the bed was really comfortable and there is a card for guests in the room with some local tips about where to eat in the area lovely neighbourhood as well and very close to public transit would definitely stay here again on a future trip to london
837509,17976297,we loved it there s a nice view from the window and a park with a beautiful old church across the street the tube is 2 blocks off and several shops and restaurants in the same radius the apartment was clean and we ll stocked if you want to dine in for a meal or two for the price we couldn t have done better
837521,17976297,i spent 2 weeks in hiten s flat with my daughter and had an excellent time the flat is very clean has a great light an ventilation very good shower all my requests were easily answered by the owner who even provided me two free cleaning services during my staying i will probably stay there again if i came back to london
747646,16043352,the room is clean the station closest the apartment is king s cross is very big so i can go anywhere easily there is some other ppl to live but i could use kitchen bathroom and toilet without problems
805254,17336505,everything was as described and a pictured on the photos i was positively surprised by the train/overground connection to central london and canary wharf as it was quick and convenient i can definitely recommend staying at ashleigh s place
1042591,23277840,we had a great time at the sonda apartment very clean and nicely decorated well stocked kitchen lots of towels and comfy beds the hosts were very communicative and check-in was super easy quite close to caledonian road station too
930325,20073099,george gave us great tipps and was answering very quickly the view from the appartement was exactly like on the pictures and the tube station was only 10min away the dlr even nearer we had an amzing time
806974,17380760,slobodan s apartment is perfect - it s a very charming and spacious apartment on the ground floor of a beautiful victorian build - which is very convenient gorgeous high ceilings and very tastefully done up house the check in and check out was very easy even though we did not meet slobodan personally very close to maida vale tube station - less than 10 minute walk my parents loved staying here thanks for a wonderful stay - we will be coming back and highly recommend this place
722819,15436140,nous avons pass un excellent s jour chez sergio et sonia ils sont tr s accueillants et nous ont fait sentir comme chez nous le quartier autour est tr s agr able le m tro est 8mn et permet de rejoindre la centre de la zone 1 en 40mn peine nous reviendrons avec plaisir we had a lovely time at sergio and sonia s they are very welcoming and we really felt like being home the neighbourhood is really nice to walk around the underground is really close 8min walking et we could reach centre london in less than 40 minutes we d love to come back
704459,15012145,beren and julie s place is perfect exactly as it is described although i did not meet them in person communication was fast and clear all went very smooth great place great neighbourhood just outside the crazy crowded downtown very easy to get to by train or bus
1112403,26893390,excellent location grocery store take-aways bus stop metro excellent host arrival and departure was easy and flexible convenient apartment 2 real bedrooms spacious well equiped
753792,16185679,eventhough its a private room you have a lot of privacy and its really comfortable next to a pub and a pretty park
753790,16185679,chambre confortable et bien quip e proche des bus directs pour le centre de londres
821357,17660283,a big thank you to elizabeth and family the stay was great and the room was perfect peaceful and quiet will stay again and would definitely recommend
791990,17022726,fantastic location great food and drink within walking distance good communication from host too
1080421,24890852,had a great stay at shahbaz s mum s place the other week she made me feel welcome from the moment i came in - i felt right at home with the beautiful flowers in the garden and cups of tea she kindly made me it was a great place to stay for a few nights while working nearby i would come back thanks for having me
907128,19632012,great host great house jeff was super helpful and lovely thanks jeff
791530,17010976,lovely flat well decorated spacious room hosts were beyond friendly welcoming and helpful if you are looking for a location in the outskirts of the city center with some local charm this would be a great place to stay
934954,20201386,this appartment is such a nice place we really enjoyed our time there and talking to veronika has been very easy as she always answered quickly the only thing that could be better is the bed which wasn t very comfortable but still i would reccomend the place
1049935,23556516,couldn t pick a better place to stay perfect location and a lovely apartment with separeted 5 rooms clean as well
1101155,26143639,virgina s place is impeccable exactly like the pictures probably cleaner the atmosphere is warm and comforting the bedroom is more than enough space which included teas coffee a kettle water and a fridge the private bathroom was spotless all amenities included here as well and the heated towel rack was my favourite virginia was easy to talk to and very accommodating my flight was at night way after the check out times and virginia said i could leave my bag and fetch it when i had to i really appreciated that
1099752,26053264,gemma s flat was amazing to stay in a perfect location and perfect size gemma was a great host and was very flexible with my check in time as well as helpful with check out she was in regular contact with me and made me feel very welcome into her home her flat was stunning with the outdoor balcony over looking the canal the area was safe and i had a wonderful stay
843145,18101080,this was by far my best stay in london rob & jazz were wonderful hosts the told me about all the beautiful gems in the neighborhood and gave me really good insider tips to see plays the flat is made to be on airbnb its has so much charme and sits right in one of the nicest neighborhoods in london definitely try to stay with you guys again and hope to be back soon
734603,15710978,great and beautiful accomodation i love the porridge elsa made me every morning the house is just 3 min away from the next bus station and about 5-7min from the underground station 20min to the city of london the place is great my room was small but i even had my own desk in it everything was as i ve expected maybe for taller people 180 or 190cm the bed is a little bit to small i will definately come again on my next visit
851489,18291266,nice and clean room in calm street the undeground around 10 min by walk
885587,19133786,tasteful clean convenient- i had a lovely stay at ellie s quiet neighbourhood i slept very well and the wifi was fast and reliable
682993,14589222,beautiful room and bathroom in a great area with easy access to shops station etc spotlessly clean julia was very welcoming and helpful would highly recommend
698187,14899113,i had a good stay here there are two rooms each with detached bathrooms the kitchen is functional but assumes you will be eating out bring thick socks/ slippers as its nippy inside the building is off the main street though gets some of the traffic noise no views from the house but its biggest advantage is its proximity to public transportation good wifi connection and a very prompt host- paul responded to all my texts right away
761242,16328626,small very well ordered apartment and close to the subway and the bus we were delighted and everything was completed the timing to have keys given devices nothing to blame i recommend ++
919523,19867274,andreas flat is in walking distance to camden market and to kentish town high street you can take different busses to central london which are just 5 min away from the flat the room has a really comfortable bed and provides everything you need andrea is a perfect host and can help you with all questions about london good cafes in the area etc check-in and communication worked perfectly
957883,20812476,bens house was perfect right next to the common great location in london at such an affordable price i would highly reccomend this house
862024,18545309,nice host friendly atmosphere and a wonderful and stylish room in a great area everything was very clean had a great stay here thank you julia & douglas
896624,19405891,the property is well located for wembley stadium it is ideally situated near an underground station but be prepared for around 30 mins on the tube to the main sights in the city the room is suitable for a short stay the house is recently refurbished and makes a comfortable base for other activities in the city there is a communal kitchen with plates and cups etc but there was no tea or coffee provided so bring your own sadly room was not ready on arrival 2 45pm but we could leave our bags there we would stay here again if visiting wembley stadium only
956993,20791481,james just cancelled my reservation the night before of my arrival
1058671,23895548,an efficient commercial organisation to rent rooms for short periods to tourists a 10 minute walk from kings cross/stpancras access to a shared kitchen was a plus for us as was the possibility to leave luggage after checking out for collection later
1114502,27070203,julie s place is great super clean and the fridge and cupboards had great breakfast options julie is great at getting back to you about any questions you may have the only thing is the rooms aren t separate from the rest of the house as i previously thought
843764,18117347,sofia is a wonderful host & her place is exactly as advertised it is close enough to the tube that we were able to commune into central london but in a quiet area so that you don t hear the noise of motor vehicles
648588,13810288,excelente calidad humana muy serviciales el departamento es un subsuelo pero lo que no significa que sea oscuro esta como nuevo con muy buen gusto decorado muy c modo para 3 tiene todos los servicios y m s lo nico que cambiar a es el sill n cama imposible dormir lo tuvimos que acomodar para nuestras costumbres faltaba una mesa para comer con sillas queda alejado pero llega excelente con todos los medios de transporte hab a todo lo necesarios dentro desde productos de ba o como de limpieza altamente recomendable son divinos
713437,15215413,we had a very comfortable stay in alex s flat they had provided a clean home with a stocked kitchen the location was outstanding shops restaurants unground station and british rail stations were in walkable distance the commons were our favourite we walked in fresh air and beauty each morning do make sure you get extra keys to the flat we were three of us so we felt restricted at times but overall we managed we recommend alex s flat highly
1048812,23501281,this flat in london was comfortable clean and spacious it was convenient to the underground restaurants and shops i really enjoyed every bit of the experience
755436,16211719,it was a nice place and the hostess was very quick to communicate and easy to reach the caretaker was nice and welcoming too the only bit of complaint i have which is no one s failt really is that it could get noisy on the road at night the fan isn t as powerful as it should be but as the night goes on it gets cooler i slept with the window open so the noise filtered into the room it s a small space but it serves its purpose it s a student accommodation so bear this in mind when you re booking it s 10 minutes walk to chancery lane station so i walked there in the mornings as i don t like to change tube lines if i can avoid it this place is well positioned for good transportation
1061259,24004912,really nice flat 50m from royal oak tube station and from a lot of bus lines i recommend this adress good quality/price and nice host
884842,19126407,alojamiento c ntrico -en el barrio chino- con todas las facilidades que tiene la accesibilidad lo nico malo que tuvimos es no poder dejar las maletas en la casa m s tarde del check out
864812,18629539,some issues with wifi and no signal for o2 users no affordable supermarket within walking distance tough to make a meal in sparse kitchen other than that as described
699095,14922588,chris is an amazing host i had a few questions about my stay and he was really fast and helpful at getting back to me the flat is beautiful clean and tisy just like the pictures you can tell its been freshly decorated and looks beautiful there is a waitrose supermarket just across the road and bayswater high street is about a 2 minute walk from the front door lift access made getting up the flat easy the communal space was perfect for my friends and i to relax in the evenings before we went out for dinner loads of local restaurants to choose from it was easy to get to the flat and super easy to get round london from here with 4 tube stations within walking distance i m definitely staying here again thanks chris
1017944,22333066,the location is lovely-right be the beautiful battersea park the flight had everything we could have needed and georgie was super responsive and helpful on messages
894320,19354299,a great place easy to get in and out very clean very comfortable
1027050,22668364,logement impeccable est tr s bien situ l arr t de bus desservi par une dizaine de ligne est litt ralement devant la porte malgr un retard de 2h adam nous re u avec un grande gentillesse en pleine nuit rien redire si je devais retourner londres je pense retourner dans ce airbnb impeccable accommodation is very well located bus stop served by ten lines is right outside the door despite a delay of 2 hours adam received us with great kindness in the middle of the night nothing to say if i had to go back to london i think back in this airbnb
961088,20893789,the room was lovely and tidy great communication from aysha very good value for money for the location
837318,17974627,staying at michele and toni s place was a wonderful experience michele was very kind and forthcoming when we checked in late because our flight had a two hour delay it s a cozy place near battersea park central london is in walkable distance as well as reachable by several bus lines the special discount at the caffetino is a big plus since we had breakfast there every morning very friendly staff traveling with hand luggage is probably the best as one has to go up 3 floors on a narrow staircase all in all it was a pleasant stay there i d highly recommend it
800723,17221768,def a place a i would stay again close to public transportation and easy to get into central london for all the attractions stefanie was a great host and so very helpful would definitely recommend to friends and family
1001853,21823181,kristina s place was spectacular it was clean and perfectly as described i would definitely stay here again if i am in the area
766058,16447397,jerome was an extremely gracious host and gave me clear instructions to get in while he was out of town the flat is located about a 10 minute walk from the stockwell station of the victoria line which provides convenient access to the city the flat is perfect for a single traveller two could fit but it would be cosy i would definitely stay here again
873767,18822152,convenient place to stay as it is within 5 mins walking distance of 2 tube stations room was cosy and well-equipped the only gripe was the tv which stopped working in the last 2 days but that s a small issue
754174,16197381,gil is a very communicative and reliable host he gave me a very warm welcome with precise instructions about the apartment and the area the room was clean and bright just as described i would recommend gil anytime
